Name	sense	antisense	total	RNAseq	div	copies	length
LTR14B_SS	1096	8267	9362	44.22	8.765	122	345.32
L1-3_SSc	3018	6320	9338	24.12	17.236	200	431.795
LTR21_SS	7566	1655	9221	56.27	8.419	59	156.712
L1S2_SS	6114	2926	9040	4.02	23.6	352	171.338
LTR10B_SS	0	8628	8628	28.14	13.609	78	174.321
MER41B_SS-LTR	782	7479	8261	799.9	11.964	2124	432.286
L1B_SS	3080	5180	8260	20.1	24.741	2628	436.325
MER41B_SS-LTR	588	7498	8086	1069.21	12.099	1082	397.236
L1-3_SSc	6608	1410	8017	164.8	21.391	140	119.086
MER41B_SS-LTR	457	6908	7366	88.43	12.457	67	153.328
L1-3_SSc	2491	4861	7353	791.86	16.047	1632	137.659
CHR-1	7322	10	7332	2729.3	17.36	3294	77.409
L1-3_SSc	6774	313	7087	992.84	12.193	5344	78.323
ERV2N-1_SSc-I	1642	5424	7066	40.2	19.606	347	160.265
Pre0_SS	797	6240	7037	2166.56	20.477	67366	126.824
ALTR2B_SSc	6	6809	6815	337.65	15.309	1204	391.311
ERV2N-1_SSc-LTR	2674	3884	6557	3191.55	10.565	142	275.599
LTR21_SS	4989	1417	6406	40.2	9.024	114	213.447
L1MA9	5288	1056	6345	2226.85	19.187	21165	160.436
L1-3_SSc	5206	966	6171	317.55	18.968	12650	106.24
Pre0_SS	499	5469	5968	33772.54	16.168	138969	247.192
Pre0_SS	5466	499	5965	10868.95	16.111	34188	243.534
Pre0_SS	362	5433	5796	4465.76	17.967	20806	317.342
Pre0_SS	4067	1705	5771	1941.46	22.911	14062	84.97
PRE1f	4855	605	5460	13280.7	11.267	110	46.245
LTR39D_SSc	65	5252	5317	176.86	14.918	1028	263
Pre0_SS	604	4654	5258	12195.42	16.134	552	87.549
ERV1-2_SSc-I	6	5064	5069	333.63	12.207	136	2357.993
Pre0_SS	977	4037	5015	70853.2	19.669	12948	108.241
L1-3_SSc	2510	2247	4757	4.02	22.497	3070	284.904
L1MC1	3760	920	4681	1205.88	21.462	30028	272.148
Pre0_SS	184	4366	4550	1515.38	18.7	1	74
MIR	0	4220	4220	0	23.382	2389	116.871
Pre0_SS	1050	3142	4192	8923.48	19.481	16228	118.118
Pre0_SS	3489	589	4077	47057.26	17.942	4894	91.848
ERV1N-2_SSc-I	3227	806	4033	1483.23	13.347	531	1022.524
SINE1B_SS	3706	261	3968	5792.22	19.311	41375	105.506
PRE1g	3916	14	3931	22465.45	11.157	7	45.857
LTR10B2_SS	3893	0	3893	40.2	13.986	92	413.804
Pre0_SS	320	3529	3849	11234.74	4.937	9171	269.845
Pre0_SS	321	3503	3823	17424.89	5.905	32740	251.426
Pre0_SS	293	3523	3816	18956.36	3.891	15771	279.605
Pre0_SS	3476	320	3796	10784.54	4.952	1058	241.532
L1MD1	1255	2458	3713	703.43	20.703	18221	150.445
L1ME3	0	3587	3587	132.65	23.87	4144	417.437
MER31_BT	3542	7	3549	952.64	21.458	802	340.425
LTR39A4_SSc	184	3350	3534	494.41	16.033	677	388.292
L1B_SS	629	2837	3466	623.04	17.24	1690	146.905
L1-3_SSc	1686	1775	3461	807.94	12.831	906	63.981
LTR41_SS	31	2907	2938	136.67	18.32	367	414.204
LTR39A2_SSc	10	2873	2883	1861.07	13.424	2289	454.962
LTR10B2_SS	0	2824	2824	32.16	15.011	530	489.085
Pre0_SS	211	2575	2786	3557.33	25.129	53759	140.374
MLT1B	378	2304	2682	313.53	22.692	7637	278.525
Pre0_SS	1731	910	2641	5149.09	14.989	58063	205.332
L1MA9	2388	59	2448	824.01	21.949	5040	120.908
rnd-1_family-200	1978	0	1978	253.23	26.659	2206	260.778
Pre0_SS	1589	361	1950	19285.96	13.809	44063	237.478
MER103C	322	1599	1921	1792.73	24.859	5233	65.559
HAL1_SS	1648	267	1916	24.12	11.315	80	57.612
LTR21C_SS	1353	423	1776	20.1	16.425	621	464.324
L1_Art	0	1704	1704	148.72	12.634	544	60.283
Pre0_SS	324	1365	1689	14281.58	18.105	9129	180.303
Pre0_SS	1525	162	1687	3726.15	13.981	5093	233.207
Pre0_SS	1173	322	1496	606.96	23.935	7871	143.995
PRE1f2	980	438	1418	4718.99	12.141	78	55.987
Pre0_SS	1169	172	1342	6427.31	14.498	47357	243.805
L1MA9	164	1103	1267	0	23.445	2468	52.178
MER41_SS-LTR	63	1190	1253	184.9	13.009	1241	427.297
Pre0_SS	367	832	1199	29519.82	15.056	1311	97.204
LTR39B_SSc	440	746	1186	249.21	11.828	612	495.882
Pre0_SS	816	295	1111	8666.22	15.835	708	78.071
L1MC2	568	540	1108	8706.42	23.891	5915	175.583
LTR21B_SS	700	376	1076	24.12	11.77	141	407.546
L1-3_SSc	16	1056	1072	2291.16	12.743	9806	139.924
Pre0_SS	626	297	923	17444.99	15.219	850	85.134
L1ME4a	0	887	887	0	24.563	2100	103.485
Tigger1	78	791	869	594.9	13.333	929	198.635
Pre0_SS	35	822	857	3730.17	15.01	125	69.456
Pre0_SS	808	30	839	9446.02	14.14	1173	82.964
SINE1_SS	768	65	832	8943.57	12.871	180	51.861
MER41_SS-LTR	274	523	797	285.39	9.218	537	77.965
SINE1C_SS	19	755	774	1857.05	17.721	8161	118.683
Pre0_SS	758	2	760	6535.84	15.249	882	66.696
L1MA9	509	248	756	1362.64	22.764	7138	91.011
Pre0_SS	717	29	747	3802.53	17.216	25	57.8
L1-2_SSc	98	637	735	132.65	19.298	1330	422.579
SINE1A_SS	30	694	724	9755.53	17.799	12489	115.898
LTR2_SS	716	0	716	1406.85	9.02	1536	487.177
Pre0_SS	708	1	709	160.78	18.2	1	54
LTR39B2_SSc	466	221	687	727.54	17.763	1720	337.326
Tigger1	78	604	682	20.1	11.79	94	91.872
SINE1B_SS	664	1	665	13365.11	14.161	90	51.456
LTR39B2_SSc	344	283	627	10647.88	24.618	30513	62.479
ALTR2C_SSc	550	57	607	554.7	13.39	1129	486.63
MLT1I	606	0	606	0	26.555	5564	174.919
ALTR2B2_SSc	386	190	576	719.51	21.232	4297	64.252
ERV1N-2_SSc-I	486	63	549	253.23	13.625	120	703.858
MER41C_SS-LTR	256	287	543	72.35	15.627	217	456.332
Pre0_SS	54	455	509	3038.81	15.409	248	66.048
ALTR2C_SSc	87	394	481	20.1	17.045	11	142.636
Pre0_SS	109	335	444	1016.95	21.895	4564	58.833
HAL1_SS	376	68	443	538.62	7.392	590	765.893
ALTR2B2_SSc	431	0	431	60.29	15.85	2	53
L1MB7	336	95	431	24.12	24.97	13068	444.588
L1-3_SSc	60	352	412	241.18	10.246	549	52.047
MER21-int	267	133	400	0	23.89	342	462.275
LTR39A4_SSc	10	378	388	341.66	15.898	164	175.945
PRE1k	366	8	374	277.35	18.43	145	65.276
ALTR2B_SSc	0	372	372	257.25	11.8	2	76
ALTR2_SSc	36	319	355	759.7	12.135	847	501.819
MLT1B	0	352	352	329.61	18.973	346	100.257
ERVL-int	261	82	343	0	28.943	2819	400.697
X9_LINE	320	23	343	10173.57	13.263	153	1289.915
MER110-int	115	225	340	12.06	20.829	941	703.892
MER21C	324	0	324	64.31	17.469	58	68.328
ALTR2_SSc	49	275	323	249.21	16.385	13	96.308
ERV1-3_SSc-I	194	123	317	0	21.537	151	553.675
ERV1N-2_SSc-I	71	246	316	1129.5	12.274	27	318.444
Charlie1a	305	0	305	96.47	22.288	4350	324.726
SINE1D_SS	59	243	302	763.72	19.323	10541	113.752
LTR39A2_SSc	174	117	291	1229.99	10.37	260	135.612
rnd-4_family-253	287	2	289	0	23.922	2775	103.867
ERV1N-1_SSc-I	3	284	287	20.1	20.422	2107	424.888
ERV3-1_SSc-I	50	235	285	0	7.354	54	1803.333
LTR11_SS	0	281	281	446.17	15.325	12	112.417
LTR11_SS	281	0	281	60.29	13.024	240	226.142
LTR39D_SSc	0	273	273	0	20.361	23	205.435
SINE1_SS	4	255	259	7669.37	15.265	4551	110.313
SINE1B_SS	14	243	258	1977.64	16.085	227	56.952
L1M8	1	255	256	0	25.558	704	346.881
MLT1D	19	234	253	466.27	23.597	26694	69.057
LTR39_SSc	10	236	246	1057.15	11.439	1547	569.207
L1MC1	238	7	245	12.06	23.328	3267	461.88
L1-3_SSc	3	238	241	964.7	15.295	6506	135.067
L1MB5	50	191	241	20.1	24.418	4157	80.946
ERVL-B4-int	116	110	226	0	27.649	1951	485.952
MER34A1	0	218	218	803.92	19.761	1056	299.382
SINE1B_SS	0	217	217	265.29	15.394	670	76.848
L1-3_SSc	209	4	214	88.43	12.757	21	49.143
LTR2_SS	211	0	211	353.72	7.212	40	132.925
L1MC3	210	0	210	20.1	20.81	69	65.623
rnd-5_family-1245	6	203	209	4.02	25.62	1371	336.584
PRE1j	10	195	205	2721.26	17.588	279	62.749
LTR39B3_SSc	200	0	200	28.14	17.521	478	372.45
ERV1N-3_SSc-LTR	0	198	198	48.24	9.988	128	352.445
ERV1N-3_SSc-LTR	0	198	198	16.08	9.567	6	241.167
L1MA9	0	195	195	2062.05	14.645	439	73.169
SINE2-1_SSc	41	152	193	791.86	15.622	1822	105.48
ALTR2B2_SSc	0	192	192	325.59	16.953	1811	322.267
SINE2-1_SSc	41	151	192	1402.83	14.818	17	71.235
SINE2-1_SSc	41	151	192	4485.86	16.634	6414	116.388
MLT1F	187	1	188	60.29	25.725	3102	214.604
PRE1d2	36	149	185	245.19	20.988	104	75.721
L1_SS	171	6	177	1619.89	16.128	647	576.487
LTR16C	0	175	175	0	27.107	4808	211.104
L1MC5	0	173	173	0	25.594	2124	266.654
LTR67B	0	165	165	60.29	25.792	800	139.742
ALTR2C_SSc	155	0	156	40.2	21.068	1044	150.736
rnd-6_family-4972	0	156	156	0	21.834	73	940.096
ERV3-1_SSc-I	116	36	152	0	22.678	598	237.145
Tigger1	0	151	151	1519.4	14.348	1229	341.889
SINE1C_SS	113	34	147	3175.47	19.393	24097	127.128
MER58B	0	146	146	301.47	21.805	9101	182.589
MER58A	0	146	146	180.88	23.247	3975	169.68
Helitron3Na_Mam	11	130	141	4.02	18.48	204	648.02
LTR39B3_SSc	0	137	137	8.04	16.586	225	356.484
SSAT_A	54	78	132	0	26.392	527	2912.008
L1-3_SSc	126	4	130	920.48	13.733	258	88.915
SINE1B_SS	71	59	130	2468.02	11.327	55	53.473
LTR73	0	128	128	52.25	18.988	1257	307.251
L1MB4	0	128	128	0	27.262	599	280.511
SINE1_SS	51	72	123	9015.93	9.924	91	46.681
SINE1C_SS	47	76	123	1784.7	13.326	177	50.237
LTR16B2	122	0	122	0	27.112	610	253.516
MLT1L	9	113	122	6065.55	25.651	657	118.184
MLT1A	0	120	120	2118.32	20.641	2775	172.431
ERV1-4_SSc-I	41	76	117	8.04	18.951	219	1266.936
PRE1j	77	35	112	2548.42	20.162	31085	186.477
SINE1B_SS	36	76	112	864.21	10.9	9	60.778
L1-3_SSc	106	5	111	48.24	8.845	139	45.568
LTR12_SS	107	1	108	0	16.026	61	760
L1B_SS	0	108	108	4.02	26.624	2314	458.005
HAL1_SS	0	108	108	0	18.858	421	254.475
SUSINE2	27	78	105	514.51	23.225	3433	87.153
LTR41	0	104	104	8.04	24.316	1155	248.824
MLT1E1A	104	0	104	8.04	23.695	134	210.963
LTR39B2_SSc	40	63	103	365.78	21.012	73	156.808
ALTR2B3_SSc	103	0	103	20.1	17.414	305	180.587
rnd-1_family-224	0	102	102	8.04	26.357	482	410.081
LTR20_SS	100	0	100	68.33	6.166	35	708.2
L1MC5	100	0	100	0	23.576	1340	169.97
PRE1f2	0	99	99	1684.21	12.543	94	46.309
MIR	16	83	99	8.04	25.472	2988	114.407
LTR6_SS	96	2	98	132.65	2.133	79	993.481
LTR6_SS	96	2	98	92.45	6.584	44	996.455
HAL1	97	0	97	0	26.135	1235	260.848
AmnL2-1	93	0	93	16.08	23.469	129	693.326
L1MEc	92	0	92	4.02	25.846	6754	383.522
ALTR2C_SSc	71	20	91	1491.27	15.79	1491	283.858
LTR8_SSc	0	90	90	92.45	15.282	423	476.579
LTR8_SSc	0	90	90	76.37	16.385	117	394.444
PRE1j	51	38	89	924.5	18.423	471	61.841
SINE1B_SS	51	38	88	261.27	16.977	52	53.365
L1_SS	63	25	88	128.63	24.088	719	134.626
SINE1B_SS	66	21	87	4176.35	13.895	42	59.381
LTR25_SS	86	0	86	474.31	15.298	833	405.875
LTR25_SS	64	20	84	731.56	15.125	73	202.192
L1MD2	0	80	80	0	27.806	938	377.318
L1MC4	79	0	79	24.12	22.211	3430	108.989
SINE1B_SS	36	42	78	815.98	12.326	31	56.581
CHR-1	38	40	78	1716.36	15.392	25	53.48
L1MA9	21	57	78	554.7	21.965	175	102.617
LTR13C_SS	76	0	76	156.76	6.072	120	515.067
LTR21_SS	0	76	76	52.25	6.233	12	62.5
rnd-6_family-4162	76	0	76	0	25.432	196	311.474
rnd-5_family-409	0	74	74	0	26.466	858	181.127
HAL1_SS	73	0	73	108.53	10.86	100	56.3
MER31-int	58	15	73	4.02	21.314	406	331.867
MIR	0	73	73	4.02	27.716	879	471.342
MER5A	19	53	72	385.88	23.118	14249	134.319
MER68	71	0	71	4.02	23.149	1306	367.853
LTR39B2_SSc	68	1	69	5197.32	19.638	852	204.445
SINE1C_SS	40	29	68	66568.32	19.82	30800	118.465
SINE1C_SS	39	28	67	229.12	19.57	13064	127.333
L1MC4	65	0	65	40.2	25.069	9772	344.676
Tigger1a_Art	4	58	62	679.31	19.693	9775	163.811
L1-1_SSc	29	32	61	498.43	18.704	579	462.193
SINE1D_SS	39	22	61	136.67	19.8	1052	91.905
MLT1G3	44	17	61	0	19.384	187	416.289
rnd-6_family-2293	54	6	59	0	25.822	1448	181.913
L1MA9	57	0	57	112.55	17.567	221	68.271
L1M3b	41	15	56	4.02	28.499	737	458.621
LTR39B3_SSc	11	43	54	269.31	19.27	1438	261.179
LTR6B_SS	0	54	54	96.47	4.845	80	1012.75
ERV1-3_SSc-LTR	0	54	54	2548.42	15.461	137	89.321
ERV1N-2_SSc-LTR	0	54	54	775.78	13.618	11	73.818
rnd-4_family-275	54	0	54	0	25.358	1936	118.131
L1MC5	0	53	53	8.04	24.785	1996	240.381
MLT1J	0	53	53	0	25.35	2087	185.27
rnd-5_family-2283	0	52	52	0	26.965	1027	222.661
ERV1-4_SSc-I	42	10	52	0	28.842	213	516.906
PRE1i	38	12	49	1258.13	20.226	11178	116.208
MLT1B	0	48	48	24.12	16.199	76	46.868
SINE1A_SS	39	8	48	538.62	17.255	364	80.824
SINE1D_SS	39	8	48	442.15	16.105	20	69.9
MLT1B	0	48	48	88.43	23.291	8130	293.74
LTR5C_SS	37	9	47	24.12	16.971	163	221.055
LTR5_SS	9	37	47	100.49	14.648	992	371.435
LTR2_SS	0	46	46	1434.99	5.304	340	286.809
LTR5C_SS	37	9	46	28.14			
SINE1B_SS	38	8	46	349.7	16.811	322	72.143
L2a	46	0	46	0	22.59	1261	74.066
rnd-6_family-1720	45	0	45	4.02	26.43	338	316.367
L1B_SS	43	0	43	120.59	19.126	201	434.652
PRE1i	11	31	43	136.67	20.14	364	109.522
PRE1i	31	11	43	96.47	19.042	52	101.077
PRE1i	12	31	43	422.06	20.055	25257	177.517
ERV1N-3_SSc-I	2	40	42	0	25.716	125	430.672
LTR39D_SSc	3	39	42	631.07	19.947	1789	300.819
L1B_SS	42	0	42	104.51	15.288	8	154
PRE1d2	12	31	42	422.06	20.546	1517	96.197
CHR-1	5	38	42	245.19	21.104	152	58.539
SINE1C_SS	38	4	42	32.16	18.836	42	61.119
MLT1D	10	32	42	217.06	24.186	6221	340.516
PRE1i	29	11	41	811.96	19.364	8931	167.66
PRE1i	11	29	40	148.72	21.589	28	63.964
MLT1C	0	40	40	76.37	23.262	8129	354.713
LTR39B2_SSc	39	0	39	16.08	19.167	3	64.667
rnd-6_family-4061	31	8	39	4.02	26.508	820	217.255
ERVL-B4-int	10	28	38	0	29.937	1786	407.968
L1-3_SSc	5	32	37	44.22	22.711	423	113.775
MER21C	9	28	37	12.06	22.238	4961	319.63
MER20	0	36	36	265.29	22.514	7	87.571
MER20	0	36	36	1812.83	21.73	12355	170.955
MIRc	22	14	36	0	3.818	33	1746
MamRTE1	36	0	36	16.08	28.893	99	1075.04
MLT2F	0	35	35	24.12	27.147	1040	285.146
ALTR2_SSc	1	33	34	124.61	19.525	208	95.558
LTR33	0	32	32	4.02	26.821	3919	249.705
MIR	31	0	31	297.45	25.801	91538	139.199
rnd-6_family-3773	0	30	30	0	20.624	134	352.142
PRE1j	10	19	29	1909.3	21.227	11971	175.818
ERV1-4B_SSc-LTR	28	0	28	32.16	15.325	135	315.526
L1S1_SS	9	18	27	12.06	22.65	6	127.167
rnd-1_family-102	0	27	27	144.71	9.195	163	65.025
rnd-5_family-1066	0	27	27	0	28.146	5428	195.1
Tigger1	0	26	26	1455.09	17.896	199	139.462
MER104	25	0	25	0	22.246	441	146.347
PRE1j	9	15	24	450.19	20.748	140	112.714
SINE1C_SS	0	24	24	104.51	24.559	1732	624.062
L1M3de	24	0	24	20.1	25.925	1685	429.269
ERV3-16A3_I-int	3	21	24	0	28.987	729	243.332
L1MCa	0	23	23	32.16	20.931	1136	275.836
LTR3D_SS	0	22	22	4.02	13.933	120	281.717
Tigger1a_Art	0	22	22	466.27	18.358	634	135.883
L1MC4a	21	0	21	4.02	17.272	197	82.437
MLT1A-int	2	19	21	32.16	21.385	1061	370.51
ERV1N-1A2_SSc-I	18	2	20	16.08	14.643	83	1199.494
Pre0_SS	0	20	20	1097.35	13.897	115	52.261
PRE1b	9	10	20	329.61	20.333	15	63.067
Tigger12	17	3	20	132.65	19.602	1871	324.052
PRE1i	10	9	19	615	18.259	32	63.656
MIR	19	0	19	16.08	24.053	4202	94.732
MER4B-int	19	0	19	20.1	21.142	593	321.438
LTR2_SS	0	18	18	5450.56	9.626	550	277.382
LTR25_SS	18	0	18	144.71	0	1	27
SINE1C_SS	17	0	17	249.21	17.481	365	64.775
MIR	16	0	16	40.2	20.709	486	69.975
SINE1D_SS	2	14	16	3826.64	15.959	376	58.981
rnd-4_family-431	16	0	16	0	23.943	4338	106.609
MER31B	16	0	16	16.08	21.575	1205	304.86
MER34A1	0	16	16	0	22.985	1070	251.019
MER21C	16	0	16	64.31	22.688	4049	440.161
L1MB2	0	15	15	168.82	17.592	100	85.07
L1MC3	15	0	15	446.17	22.591	7997	393.437
MLT1D-int	4	10	15	32.16	20.738	1867	255.664
ERV1-1_SSc-LTR	11	3	14	196.96	6.051	408	411.701
ERV1N-2_SSc-LTR	14	0	14	1133.52	10.433	674	388.813
L1ME2	5	9	14	12.06	26.018	3888	447.611
L1M3de	0	14	14	12.06	27.422	970	353.188
MIRc	13	0	13	0	21.137	1152	84.2
L2a	0	12	12	0	27.083	2627	276.682
SSRS1	11	0	11	0	20.371	21	153.762
rnd-4_family-214	0	11	11	24.12	25.66	22936	131.443
ERV1-1B_SSc-LTR	10	0	10	92.45	12.152	202	378.347
ERV1N-1_SSc-I	6	4	10	285.39	14.358	324	1006.225
L1_SS	10	0	10	84.41	18.275	44	165.045
L1MB7	1	9	10	904.41	24.282	8775	169.767
ERV3-1_SSc-I	10	0	10	0	21.189	175	318.006
ERV1-3_SSc-I	0	9	9	116.57	25.573	762	402.576
L1MA9	9	0	9	422.06	18.621	4670	104.587
L1MA9	6	4	9	76.37	18.187	302	110.258
LTR40a	0	9	9	40.2	25.63	2526	283.98
rnd-4_family-703	9	0	9	0	21.82	957	67.597
SSRS1	9	0	9	0	27.779	868	670.931
L1_SS	2	6	8	478.33	16.261	338	1027.396
L1MA9	8	0	8	297.45	18.273	1819	111.965
L1MA9	8	0	8	124.61	17.003	326	65.85
L1MB3	0	8	8	8.04	22.344	901	357.006
L1M3	1	7	8	132.65	25.309	3000	676.917
rnd-6_family-2055	8	0	8	4.02	25.667	945	366.848
MER70C	8	0	8	0	24.04	268	320.149
L1_SS	1	6	7	293.43	19.91	496	1001.788
MLT1D	0	7	7	225.1	21.566	74	95.324
PRE1i	0	7	7	261.27	19.203	555	87.879
SINE1D_SS	2	5	7	92.45	13.817	6	42.667
rnd-5_family-1567	7	0	7	0	23.319	774	153.545
MIR	3	4	7	36.18	22.082	6462	97.906
MER105	0	7	7	4.02	22.029	468	129.09
rnd-5_family-652	7	0	7	4.02	19.721	308	214.039
Tigger2f	5	2	7	8.04	17.428	660	346.186
LTR23_SS	0	6	6	0	14.94	25	286.08
L1MC1	1	5	6	976.76	21.568	728	191.823
MLT2B1	0	6	6	8.04	18.254	41	86
SSRS1	6	0	6	0	19.026	1319	1472.067
LTR4C_SS	6	0	6	28.14	10.915	20	473.6
L1MC1	1	5	6	410	24.665	1021	160.163
SINE1A_SS	2	4	6	144.71	20.8	1	11
MLT2B2	0	6	6	36.18	23.589	3080	336.625
L1MB7	6	0	6	96.47	25.005	16185	275.07
ERV3-16A3_I-int	5	1	6	0	29.985	1294	431.074
BLACKJACK	0	6	6	0	23.571	339	297.985
L3	0	6	6	0	22.458	84	116.845
L1-2_SSc	0	5	5	16.08	17.6	1	50
U6	5	0	5	566.76	13.765	876	93.118
ERV1-1_SSc-LTR	3	1	5	8.04	14.073	15	337.8
ERV1-1_SSc-LTR	3	1	5	20.1	13.629	7	277
PRE1j	0	5	5	124.61	17.955	22	75.136
ALTR2B3_SSc	5	0	5	104.51	15.896	1635	195.082
LTR37B	2	3	5	0	23.499	855	233.876
SLTR14_SS	4	1	5	52.25	20.272	1034	268.151
L1MB7	0	4	4	124.61	21.744	62	83.419
MER34A	0	4	4	16.08	23.097	2437	256.252
rnd-4_family-1260	4	0	4	16.08	26.991	2292	273.336
L1MDa	4	0	4	4.02	25.08	2216	347.593
MER34A	0	4	4	128.63	20.115	2584	228.332
MER67D	4	0	4	92.45	20.793	1665	215.387
L1M5	4	0	4	0	25.38	863	275.632
rnd-6_family-1710	2	1	4	0	25.247	720	215.381
HAL1M8	0	4	4	8.04	25.717	724	364.872
ALTR2B3_SSc	0	3	3	1229.99	20.984	1436	254.575
LTR3_SS	0	3	3	96.47	12.878	112	289.027
LTR4_SS	3	0	3	8.04	6.533	124	970.976
L1B_SS	3	0	3	542.64	18.54	624	98.59
L1MB7	0	3	3	136.67	21.238	615	80.137
L1MEf	3	0	3	0	25.36	4809	338.563
LTR3_SS	0	3	3	20.1	13.579	14	290.643
rnd-6_family-124	3	0	3	0	24.427	71	163.817
LTR50	3	0	3	0	25.066	1443	241.407
MLT1J	0	3	3	0	24.99	1333	139.27
Tigger2f	3	0	3	20.1	16.281	317	738.05
LTR5_SS	0	2	2	124.61	11.435	210	389
MLT1A	2	0	2	200.98	19.003	269	75.216
L1-3_SSc	2	0	2	225.1	21.091	11	104.091
MLT1K	0	2	2	0	27.104	2038	166.889
rnd-4_family-403	0	2	2	0	24.761	2205	94.429
MER115	2	0	2	0	26.216	1284	186.651
ERVL-B4-int	2	0	2	0	26.917	1013	397.101
MIR	0	2	2	0	23.252	1658	95.475
LTR67B	0	2	2	0	25.5	587	148.867
Pre0_SS	0	2	2	0	25.621	840	468.869
LTR10C_SS	0	1	1	12.06	21.764	125	301.04
LTR39A3_SSc	0	1	1	357.74	13.524	282	368.755
LTR5B_SS	0	1	1	20.1	16.597	150	322.86
PRE1j	0	1	1	108.53	18.278	9	56.556
L1-3_SSc	0	1	1	132.65	12.147	15	53
LTR39A2_SSc	0	1	1	285.39	14.406	89	130.393
MER21C	0	1	1	2162.54	18.528	18	88.333
ERV1N-1A2_SSc-LTR	0	1	1	180.88	13.157	7	123.429
L1MA9	1	0	1	16.08	21.88	1904	183.304
L1MB5	0	1	1	152.74	23.929	262	107.24
L1MEb	1	0	1	0	26.578	751	284.605
MLT1A0	1	0	1	265.29	21.326	9766	273.966
MER90a	1	0	1	0	24.978	1193	307.07
L2-1_AMi	0	1	1	0	25.323	2844	168.268
